No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
1,Bus1 (USB1.1),0ns,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
2,Bus1 (USB1.1),19.835us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
3,Bus1 (USB1.1),21.765us,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
4,Bus1 (USB1.1),44.835us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
5,Bus1 (USB1.1),46.76us,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
6,Bus1 (USB1.1),69.835us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
7,Bus1 (USB1.1),71.76us,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
8,Bus1 (USB1.1),94.835us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
9,Bus1 (USB1.1),96.76us,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
10,Bus1 (USB1.1),119.83us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
11,Bus1 (USB1.1),121.755us,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
12,Bus1 (USB1.1),144.83us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
13,Bus1 (USB1.1),146.755us,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
14,Bus1 (USB1.1),169.83us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
15,Bus1 (USB1.1),171.75us,0X01,0X96,0X0B,0X2,0X10,Eop,
No.,Name,Time,Sync,NAK,Eop,
16,Bus1 (USB1.1),194.83us,0X01,0X5A,Eop,
No.,Name,Time,Sync,In,Address,Endpoint,CRC5,Eop,
